variable_name	field_id	visit_id	repetition_id	Field ID	Description	Category	Unnamed: 3	field_type	nice_description
30811-0.0	30811	0	0						
30811-1.0	30811	1	0						
30812-0.0	30812	0	0						
30812-1.0	30812	1	0						
30813-0.0	30813	0	0						
30813-1.0	30813	1	0						
30814-0.0	30814	0	0						
30814-1.0	30814	1	0						
30815-0.0	30815	0	0						
30815-1.0	30815	1	0						
30816-0.0	30816	0	0						
30816-1.0	30816	1	0						
3082-0.0	3082	0	0	3082	Fractured heel	Bone-densitometry of heel		categorical_single	Fractured_heel
30820-0.0	30820	0	0	30820	Rheumatoid factor	Blood biochemistry		continuous	Rheumatoid_factor
30820-1.0	30820	1	0	30820	Rheumatoid factor	Blood biochemistry		continuous	Rheumatoid_factor
30821-0.0	30821	0	0						
30821-1.0	30821	1	0						
30822-0.0	30822	0	0						
30822-1.0	30822	1	0						
30823-0.0	30823	0	0						
30823-1.0	30823	1	0						
30824-0.0	30824	0	0						
30824-1.0	30824	1	0						
30825-0.0	30825	0	0						
30825-1.0	30825	1	0						
30826-0.0	30826	0	0						
30826-1.0	30826	1	0						
3083-0.0	3083	0	0	3083	Heel quantitative ultrasound index (QUI), manual entry	Bone-densitometry of heel		continuous	Heel_quantitative_ultrasound_index_(QUI),_manual_entry
30830-0.0	30830	0	0	30830	SHBG	Blood biochemistry		continuous	SHBG
30830-1.0	30830	1	0	30830	SHBG	Blood biochemistry		continuous	SHBG
30831-0.0	30831	0	0						
30831-1.0	30831	1	0						
30832-0.0	30832	0	0						
30832-1.0	30832	1	0						
30833-0.0	30833	0	0						
30833-1.0	30833	1	0						
30834-0.0	30834	0	0						
30834-1.0	30834	1	0						
30835-0.0	30835	0	0						
30835-1.0	30835	1	0						
30836-0.0	30836	0	0						
30836-1.0	30836	1	0						
3084-0.0	3084	0	0	3084	Heel bone mineral density (BMD), manual entry	Bone-densitometry of heel		continuous	Heel_bone_mineral_density_(BMD),_manual_entry
30840-0.0	30840	0	0	30840	Total bilirubin	Blood biochemistry		continuous	Total_bilirubin
30840-1.0	30840	1	0	30840	Total bilirubin	Blood biochemistry		continuous	Total_bilirubin
30841-0.0	30841	0	0						
30841-1.0	30841	1	0						
30842-0.0	30842	0	0						
30842-1.0	30842	1	0						
30843-0.0	30843	0	0						
30843-1.0	30843	1	0						
30844-0.0	30844	0	0						
30844-1.0	30844	1	0						
30845-0.0	30845	0	0						
30845-1.0	30845	1	0						
30846-0.0	30846	0	0						
30846-1.0	30846	1	0						
3085-0.0	3085	0	0	3085	Heel Broadband ultrasound attenuation (BUA), manual entry	Bone-densitometry of heel		continuous	Heel_Broadband_ultrasound_attenuation_(BUA),_manual_entry
30850-0.0	30850	0	0	30850	Testosterone	Blood biochemistry		continuous	Testosterone
30850-1.0	30850	1	0	30850	Testosterone	Blood biochemistry		continuous	Testosterone
30851-0.0	30851	0	0						
30851-1.0	30851	1	0						
30852-0.0	30852	0	0						
30852-1.0	30852	1	0						
30853-0.0	30853	0	0						
30853-1.0	30853	1	0						
30854-0.0	30854	0	0						
30854-1.0	30854	1	0						
30855-0.0	30855	0	0						
30855-1.0	30855	1	0						
30856-0.0	30856	0	0						
30856-1.0	30856	1	0						
3086-0.0	3086	0	0						
30860-0.0	30860	0	0	30860	Total protein	Blood biochemistry		continuous	Total_protein
30860-1.0	30860	1	0	30860	Total protein	Blood biochemistry		continuous	Total_protein
30861-0.0	30861	0	0						
30861-1.0	30861	1	0						
30862-0.0	30862	0	0						
30862-1.0	30862	1	0						
30863-0.0	30863	0	0						
30863-1.0	30863	1	0						
30864-0.0	30864	0	0						
30864-1.0	30864	1	0						
30865-0.0	30865	0	0						
30865-1.0	30865	1	0						
30866-0.0	30866	0	0						
30866-1.0	30866	1	0						
30870-0.0	30870	0	0	30870	Triglycerides	Blood biochemistry		continuous	Triglycerides
30870-1.0	30870	1	0	30870	Triglycerides	Blood biochemistry		continuous	Triglycerides
30871-0.0	30871	0	0						
30871-1.0	30871	1	0						
30872-0.0	30872	0	0						
30872-1.0	30872	1	0						
30873-0.0	30873	0	0						
30873-1.0	30873	1	0						
30874-0.0	30874	0	0						
30874-1.0	30874	1	0						
30875-0.0	30875	0	0						
30875-1.0	30875	1	0						
30876-0.0	30876	0	0						
30876-1.0	30876	1	0						
3088-0.0	3088	0	0	3088	Contra-indications for spirometry	Spirometry		categorical_single	Contra-indications_for_spirometry
3088-1.0	3088	1	0	3088	Contra-indications for spirometry	Spirometry		categorical_single	Contra-indications_for_spirometry
3088-2.0	3088	2	0	3088	Contra-indications for spirometry	Spirometry		categorical_single	Contra-indications_for_spirometry
3088-3.0	3088	3	0	3088	Contra-indications for spirometry	Spirometry		categorical_single	Contra-indications_for_spirometry
30880-0.0	30880	0	0	30880	Urate	Blood biochemistry		continuous	Urate
30880-1.0	30880	1	0	30880	Urate	Blood biochemistry		continuous	Urate
30881-0.0	30881	0	0						
30881-1.0	30881	1	0						
30882-0.0	30882	0	0						
30882-1.0	30882	1	0						
30883-0.0	30883	0	0						
30883-1.0	30883	1	0						
30884-0.0	30884	0	0						
30884-1.0	30884	1	0						
30885-0.0	30885	0	0						
30885-1.0	30885	1	0						
30886-0.0	30886	0	0						
30886-1.0	30886	1	0						
3089-0.0	3089	0	0	3089	Caffeine drink within last hour	Spirometry		categorical_single	Caffeine_drink_within_last_hour
3089-1.0	3089	1	0	3089	Caffeine drink within last hour	Spirometry		categorical_single	Caffeine_drink_within_last_hour
3089-2.0	3089	2	0	3089	Caffeine drink within last hour	Spirometry		categorical_single	Caffeine_drink_within_last_hour
3089-3.0	3089	3	0	3089	Caffeine drink within last hour	Spirometry		categorical_single	Caffeine_drink_within_last_hour
30890-0.0	30890	0	0	30890	Vitamin D	Blood biochemistry		continuous	Vitamin_D
30890-1.0	30890	1	0	30890	Vitamin D	Blood biochemistry		continuous	Vitamin_D
30891-0.0	30891	0	0						
30891-1.0	30891	1	0						
30892-0.0	30892	0	0						
30892-1.0	30892	1	0						
30893-0.0	30893	0	0						
30893-1.0	30893	1	0						
30894-0.0	30894	0	0						
30894-1.0	30894	1	0						
30895-0.0	30895	0	0						
30895-1.0	30895	1	0						
30896-0.0	30896	0	0						
30896-1.0	30896	1	0						
30897-0.0	30897	0	0						
30897-1.0	30897	1	0						
3090-0.0	3090	0	0	3090	Used an inhaler for chest within last hour	Spirometry		categorical_single	Used_an_inhaler_for_chest_within_last_hour
3090-1.0	3090	1	0	3090	Used an inhaler for chest within last hour	Spirometry		categorical_single	Used_an_inhaler_for_chest_within_last_hour
3090-2.0	3090	2	0	3090	Used an inhaler for chest within last hour	Spirometry		categorical_single	Used_an_inhaler_for_chest_within_last_hour
3090-3.0	3090	3	0	3090	Used an inhaler for chest within last hour	Spirometry		categorical_single	Used_an_inhaler_for_chest_within_last_hour
31-0.0	31	0	0	31	Sex	Baseline characteristics		categorical_single	Sex
3132-0.0	3132	0	0						
3132-1.0	3132	1	0						
3132-2.0	3132	2	0						
3132-3.0	3132	3	0						
3137-0.0	3137	0	0	3137	Number of measurements made	Spirometry		integer	Number_of_measurements_made
3137-1.0	3137	1	0	3137	Number of measurements made	Spirometry		integer	Number_of_measurements_made
3137-2.0	3137	2	0	3137	Number of measurements made	Spirometry		integer	Number_of_measurements_made
3137-3.0	3137	3	0	3137	Number of measurements made	Spirometry		integer	Number_of_measurements_made
3140-0.0	3140	0	0	3140	Pregnant	Medical conditions		categorical_single	Pregnant
3140-1.0	3140	1	0	3140	Pregnant	Medical conditions		categorical_single	Pregnant
3140-2.0	3140	2	0	3140	Pregnant	Medical conditions		categorical_single	Pregnant
3140-3.0	3140	3	0	3140	Pregnant	Medical conditions		categorical_single	Pregnant
3143-0.0	3143	0	0	3143	Ankle spacing width	Bone-densitometry of heel		continuous	Ankle_spacing_width
3144-0.0	3144	0	0	3144	Heel Broadband ultrasound attenuation, direct entry	Bone-densitometry of heel		continuous	Heel_Broadband_ultrasound_attenuation,_direct_entry
3146-0.0	3146	0	0						
3147-0.0	3147	0	0	3147	Heel quantitative ultrasound index (QUI), direct entry	Bone-densitometry of heel		continuous	Heel_quantitative_ultrasound_index_(QUI),_direct_entry
3148-0.0	3148	0	0	3148	Heel bone mineral density (BMD)	Bone-densitometry of heel		continuous	Heel_bone_mineral_density_(BMD)
3159-0.0	3159	0	0	3159	Smoked cigarette or pipe within last hour	Spirometry		categorical_single	Smoked_cigarette_or_pipe_within_last_hour
3159-1.0	3159	1	0	3159	Smoked cigarette or pipe within last hour	Spirometry		categorical_single	Smoked_cigarette_or_pipe_within_last_hour
3159-2.0	3159	2	0	3159	Smoked cigarette or pipe within last hour	Spirometry		categorical_single	Smoked_cigarette_or_pipe_within_last_hour
3159-3.0	3159	3	0	3159	Smoked cigarette or pipe within last hour	Spirometry		categorical_single	Smoked_cigarette_or_pipe_within_last_hour
3160-0.0	3160	0	0	3160	Weight, manual entry	Body size measures		continuous	Weight,_manual_entry
3160-1.0	3160	1	0	3160	Weight, manual entry	Body size measures		continuous	Weight,_manual_entry
3160-2.0	3160	2	0	3160	Weight, manual entry	Body size measures		continuous	Weight,_manual_entry
3160-3.0	3160	3	0	3160	Weight, manual entry	Body size measures		continuous	Weight,_manual_entry
3393-0.0	3393	0	0	3393	Hearing aid user	Hearing		categorical_single	Hearing_aid_user
3393-1.0	3393	1	0	3393	Hearing aid user	Hearing		categorical_single	Hearing_aid_user
3393-2.0	3393	2	0	3393	Hearing aid user	Hearing		categorical_single	Hearing_aid_user
3393-3.0	3393	3	0	3393	Hearing aid user	Hearing		categorical_single	Hearing_aid_user
34-0.0	34	0	0	34	Year of birth	Baseline characteristics		integer	Year_of_birth
3404-0.0	3404	0	0	3404	Neck/shoulder pain for 3+ months	Pain		categorical_single	Neck/shoulder_pain_for_3+_months
3404-1.0	3404	1	0	3404	Neck/shoulder pain for 3+ months	Pain		categorical_single	Neck/shoulder_pain_for_3+_months
3404-2.0	3404	2	0	3404	Neck/shoulder pain for 3+ months	Pain		categorical_single	Neck/shoulder_pain_for_3+_months
3404-3.0	3404	3	0	3404	Neck/shoulder pain for 3+ months	Pain		categorical_single	Neck/shoulder_pain_for_3+_months
3414-0.0	3414	0	0	3414	Hip pain for 3+ months	Pain		categorical_single	Hip_pain_for_3+_months
3414-1.0	3414	1	0	3414	Hip pain for 3+ months	Pain		categorical_single	Hip_pain_for_3+_months
3414-2.0	3414	2	0	3414	Hip pain for 3+ months	Pain		categorical_single	Hip_pain_for_3+_months
3414-3.0	3414	3	0	3414	Hip pain for 3+ months	Pain		categorical_single	Hip_pain_for_3+_months
3426-0.0	3426	0	0	3426	Job involves night shift work	Employment		categorical_single	Job_involves_night_shift_work
3426-1.0	3426	1	0	3426	Job involves night shift work	Employment		categorical_single	Job_involves_night_shift_work
3426-2.0	3426	2	0	3426	Job involves night shift work	Employment		categorical_single	Job_involves_night_shift_work
3426-3.0	3426	3	0	3426	Job involves night shift work	Employment		categorical_single	Job_involves_night_shift_work
3436-0.0	3436	0	0	3436	Age started smoking in current smokers	Smoking		integer	Age_started_smoking_in_current_smokers
3436-1.0	3436	1	0	3436	Age started smoking in current smokers	Smoking		integer	Age_started_smoking_in_current_smokers
3436-2.0	3436	2	0	3436	Age started smoking in current smokers	Smoking		integer	Age_started_smoking_in_current_smokers
3436-3.0	3436	3	0	3436	Age started smoking in current smokers	Smoking		integer	Age_started_smoking_in_current_smokers
3446-0.0	3446	0	0	3446	Type of tobacco currently smoked	Smoking		categorical_single	Type_of_tobacco_currently_smoked
3446-1.0	3446	1	0	3446	Type of tobacco currently smoked	Smoking		categorical_single	Type_of_tobacco_currently_smoked
3446-2.0	3446	2	0	3446	Type of tobacco currently smoked	Smoking		categorical_single	Type_of_tobacco_currently_smoked
3446-3.0	3446	3	0	3446	Type of tobacco currently smoked	Smoking		categorical_single	Type_of_tobacco_currently_smoked
3456-0.0	3456	0	0	3456	Number of cigarettes currently smoked daily (current cigarette smokers)	Smoking		integer	Number_of_cigarettes_currently_smoked_daily_(current_cigarette_smokers)
3456-1.0	3456	1	0	3456	Number of cigarettes currently smoked daily (current cigarette smokers)	Smoking		integer	Number_of_cigarettes_currently_smoked_daily_(current_cigarette_smokers)
3456-2.0	3456	2	0	3456	Number of cigarettes currently smoked daily (current cigarette smokers)	Smoking		integer	Number_of_cigarettes_currently_smoked_daily_(current_cigarette_smokers)
3456-3.0	3456	3	0	3456	Number of cigarettes currently smoked daily (current cigarette smokers)	Smoking		integer	Number_of_cigarettes_currently_smoked_daily_(current_cigarette_smokers)
3466-0.0	3466	0	0	3466	Time from waking to first cigarette	Smoking		categorical_single	Time_from_waking_to_first_cigarette
3466-1.0	3466	1	0	3466	Time from waking to first cigarette	Smoking		categorical_single	Time_from_waking_to_first_cigarette
3466-2.0	3466	2	0	3466	Time from waking to first cigarette	Smoking		categorical_single	Time_from_waking_to_first_cigarette
3466-3.0	3466	3	0	3466	Time from waking to first cigarette	Smoking		categorical_single	Time_from_waking_to_first_cigarette
3476-0.0	3476	0	0	3476	Difficulty not smoking for 1 day	Smoking		categorical_single	Difficulty_not_smoking_for_1_day
3476-1.0	3476	1	0	3476	Difficulty not smoking for 1 day	Smoking		categorical_single	Difficulty_not_smoking_for_1_day
3476-2.0	3476	2	0	3476	Difficulty not smoking for 1 day	Smoking		categorical_single	Difficulty_not_smoking_for_1_day
3476-3.0	3476	3	0	3476	Difficulty not smoking for 1 day	Smoking		categorical_single	Difficulty_not_smoking_for_1_day
3486-0.0	3486	0	0	3486	Ever tried to stop smoking	Smoking		categorical_single	Ever_tried_to_stop_smoking
3486-1.0	3486	1	0	3486	Ever tried to stop smoking	Smoking		categorical_single	Ever_tried_to_stop_smoking
3486-2.0	3486	2	0	3486	Ever tried to stop smoking	Smoking		categorical_single	Ever_tried_to_stop_smoking
3486-3.0	3486	3	0	3486	Ever tried to stop smoking	Smoking		categorical_single	Ever_tried_to_stop_smoking
3496-0.0	3496	0	0	3496	Wants to stop smoking	Smoking		categorical_single	Wants_to_stop_smoking
3496-1.0	3496	1	0	3496	Wants to stop smoking	Smoking		categorical_single	Wants_to_stop_smoking
3496-2.0	3496	2	0	3496	Wants to stop smoking	Smoking		categorical_single	Wants_to_stop_smoking
3496-3.0	3496	3	0	3496	Wants to stop smoking	Smoking		categorical_single	Wants_to_stop_smoking
3506-0.0	3506	0	0	3506	Smoking compared to 10 years previous	Smoking		categorical_single	Smoking_compared_to_10_years_previous
3506-1.0	3506	1	0	3506	Smoking compared to 10 years previous	Smoking		categorical_single	Smoking_compared_to_10_years_previous
3506-2.0	3506	2	0	3506	Smoking compared to 10 years previous	Smoking		categorical_single	Smoking_compared_to_10_years_previous
3506-3.0	3506	3	0	3506	Smoking compared to 10 years previous	Smoking		categorical_single	Smoking_compared_to_10_years_previous
3526-0.0	3526	0	0	3526	Mother's age at death	Family history		integer	Mother's_age_at_death
3526-1.0	3526	1	0	3526	Mother's age at death	Family history		integer	Mother's_age_at_death
3526-2.0	3526	2	0	3526	Mother's age at death	Family history		integer	Mother's_age_at_death
3526-3.0	3526	3	0	3526	Mother's age at death	Family history		integer	Mother's_age_at_death
3571-0.0	3571	0	0	3571	Back pain for 3+ months	Pain		categorical_single	Back_pain_for_3+_months
3571-1.0	3571	1	0	3571	Back pain for 3+ months	Pain		categorical_single	Back_pain_for_3+_months
3571-2.0	3571	2	0	3571	Back pain for 3+ months	Pain		categorical_single	Back_pain_for_3+_months
3571-3.0	3571	3	0	3571	Back pain for 3+ months	Pain		categorical_single	Back_pain_for_3+_months
36-0.0	36	0	0						
36-1.0	36	1	0						
36-2.0	36	2	0						
36-3.0	36	3	0						
3606-0.0	3606	0	0	3606	Chest pain or discomfort walking normally	Chest pain		categorical_single	Chest_pain_or_discomfort_walking_normally
3606-1.0	3606	1	0	3606	Chest pain or discomfort walking normally	Chest pain		categorical_single	Chest_pain_or_discomfort_walking_normally
3606-2.0	3606	2	0	3606	Chest pain or discomfort walking normally	Chest pain		categorical_single	Chest_pain_or_discomfort_walking_normally
3606-3.0	3606	3	0	3606	Chest pain or discomfort walking normally	Chest pain		categorical_single	Chest_pain_or_discomfort_walking_normally
3616-0.0	3616	0	0	3616	Chest pain due to walking ceases when standing still	Chest pain		categorical_single	Chest_pain_due_to_walking_ceases_when_standing_still
3616-1.0	3616	1	0	3616	Chest pain due to walking ceases when standing still	Chest pain		categorical_single	Chest_pain_due_to_walking_ceases_when_standing_still
3616-2.0	3616	2	0	3616	Chest pain due to walking ceases when standing still	Chest pain		categorical_single	Chest_pain_due_to_walking_ceases_when_standing_still
3616-3.0	3616	3	0	3616	Chest pain due to walking ceases when standing still	Chest pain		categorical_single	Chest_pain_due_to_walking_ceases_when_standing_still
3627-0.0	3627	0	0	3627	Age angina diagnosed	Medical conditions		integer	Age_angina_diagnosed
3627-1.0	3627	1	0	3627	Age angina diagnosed	Medical conditions		integer	Age_angina_diagnosed
3627-2.0	3627	2	0	3627	Age angina diagnosed	Medical conditions		integer	Age_angina_diagnosed
3627-3.0	3627	3	0	3627	Age angina diagnosed	Medical conditions		integer	Age_angina_diagnosed
3637-0.0	3637	0	0	3637	Frequency of other exercises in last 4 weeks	Physical activity		categorical_single	Frequency_of_other_exercises_in_last_4_weeks
3637-1.0	3637	1	0	3637	Frequency of other exercises in last 4 weeks	Physical activity		categorical_single	Frequency_of_other_exercises_in_last_4_weeks
3637-2.0	3637	2	0	3637	Frequency of other exercises in last 4 weeks	Physical activity		categorical_single	Frequency_of_other_exercises_in_last_4_weeks
3637-3.0	3637	3	0	3637	Frequency of other exercises in last 4 weeks	Physical activity		categorical_single	Frequency_of_other_exercises_in_last_4_weeks
3647-0.0	3647	0	0	3647	Duration of other exercises	Physical activity		categorical_single	Duration_of_other_exercises
3647-1.0	3647	1	0	3647	Duration of other exercises	Physical activity		categorical_single	Duration_of_other_exercises
3647-2.0	3647	2	0	3647	Duration of other exercises	Physical activity		categorical_single	Duration_of_other_exercises
3647-3.0	3647	3	0	3647	Duration of other exercises	Physical activity		categorical_single	Duration_of_other_exercises
3659-0.0	3659	0	0	3659	Year immigrated to UK (United Kingdom)	Ethnicity		integer	Year_immigrated_to_UK_(United_Kingdom)
3659-1.0	3659	1	0	3659	Year immigrated to UK (United Kingdom)	Ethnicity		integer	Year_immigrated_to_UK_(United_Kingdom)
3659-2.0	3659	2	0	3659	Year immigrated to UK (United Kingdom)	Ethnicity		integer	Year_immigrated_to_UK_(United_Kingdom)
3669-0.0	3669	0	0	3669	Lifetime number of same-sex sexual partners	Sexual factors		integer	Lifetime_number_of_same-sex_sexual_partners
3669-1.0	3669	1	0	3669	Lifetime number of same-sex sexual partners	Sexual factors		integer	Lifetime_number_of_same-sex_sexual_partners
3669-2.0	3669	2	0	3669	Lifetime number of same-sex sexual partners	Sexual factors		integer	Lifetime_number_of_same-sex_sexual_partners
3669-3.0	3669	3	0	3669	Lifetime number of same-sex sexual partners	Sexual factors		integer	Lifetime_number_of_same-sex_sexual_partners
3680-0.0	3680	0	0	3680	Age when last ate meat	Diet		integer	Age_when_last_ate_meat
3680-1.0	3680	1	0	3680	Age when last ate meat	Diet		integer	Age_when_last_ate_meat
3680-2.0	3680	2	0	3680	Age when last ate meat	Diet		integer	Age_when_last_ate_meat
3680-3.0	3680	3	0	3680	Age when last ate meat	Diet		integer	Age_when_last_ate_meat
37-0.0	37	0	0						
37-1.0	37	1	0						
37-2.0	37	2	0						
37-3.0	37	3	0						
3731-0.0	3731	0	0	3731	Former alcohol drinker	Alcohol		categorical_single	Former_alcohol_drinker
3731-1.0	3731	1	0	3731	Former alcohol drinker	Alcohol		categorical_single	Former_alcohol_drinker
